id,name,currentVersion,dataFileHandleId,dataFileName,dataFileSizeBytes,dataFileMD5Hex,BiospecimenKey,DataUseCodes,DatasetViewKey,EntityId,FileAlias,FileAssay,FileDescription,FileDesign,FileFormat,FileLevel,FileSpecies,FileTissue,FileTumorType,FileUrl,FileViewId,StudyKey,FileDataUseCodes,FileLongitudinalEventType,FileLongitudinalGroup,FileLongitudinalSequenceIdentifier,FileLongitudinalSequentialTimeElapsed,FileLongitudinalTimeElapsedUnit,FileLongitudinalTotalTimeElapsed
syn60245526,collection_0000064610_2021-01-08 16_34_27.scn,1,142025379,collection_0000064610_2021-01-08 16_34_27.scn,1046172956,63945debc9d2c7be427060bf7220442b,CA263001-B234,NA,syn63100169,syn60245526,syn60245526,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245526,syn60245526,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245527,NTC_1_BR_lvl2_1003224.svs,1,142025381,NTC_1_BR_lvl2_1003224.svs,1913852811,e98663222dbaa91e23c052860fe87f27,CA263001-B436,NA,syn63100169,syn60245527,syn60245527,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245527,syn60245527,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245530,collection_0000064613_2021-01-08 17_07_45.scn,1,142025384,collection_0000064613_2021-01-08 17_07_45.scn,1219611840,c6b828f5e1fa48bf1191e3d617061cd0,CA263001-B254,NA,syn63100169,syn60245530,syn60245530,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245530,syn60245530,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245533,collection_0000064569_2021-01-06 20_00_48.scn,1,142025387,collection_0000064569_2021-01-06 20_00_48.scn,1016618374,c681d5f9c79ded8b23ea7d81d6853ab8,CA263001-B325,NA,syn63100169,syn60245533,syn60245533,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245533,syn60245533,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245534,NTC_5_BR_lvl2_1003228.svs,1,142025388,NTC_5_BR_lvl2_1003228.svs,1791297849,1f10afda508e5cbce3b5b60b58ec956b,CA263001-B450,NA,syn63100169,syn60245534,syn60245534,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245534,syn60245534,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245535,collection_0000064580_2021-01-06 21_46_20.scn,1,142025389,collection_0000064580_2021-01-06 21_46_20.scn,867809446,994095e6d72fc1748dc81e846cf74056,CA263001-B337,NA,syn63100169,syn60245535,syn60245535,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245535,syn60245535,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245538,collection_0000064611_2021-01-08 16_44_51.scn,1,142025400,collection_0000064611_2021-01-08 16_44_51.scn,1064124956,42bae24f97742f294e12a61397ca0187,CA263001-B246,NA,syn63100169,syn60245538,syn60245538,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245538,syn60245538,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245539,NTC_2_BR_lvl2_1003154.svs,1,142025401,NTC_2_BR_lvl2_1003154.svs,1678964689,88a6eaf7df85d5695202eb2ebf595b0f,CA263001-B444,NA,syn63100169,syn60245539,syn60245539,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245539,syn60245539,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245542,collection_0000064568_2021-01-06 19_50_08.scn,1,142025404,collection_0000064568_2021-01-06 19_50_08.scn,823120118,e7d0896341ce43b17ea01387ae362bb8,CA263001-B289,NA,syn63100169,syn60245542,syn60245542,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245542,syn60245542,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245549,collection_0000064616_2021-01-08 17_40_02.scn,1,142025411,collection_0000064616_2021-01-08 17_40_02.scn,909009170,8d1f579ca94176395cc97fbb204dccc8,CA263001-B266,NA,syn63100169,syn60245549,syn60245549,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245549,syn60245549,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245550,NTC_12_BR_lvl2_1003235.svs,1,142025412,NTC_12_BR_lvl2_1003235.svs,1664810965,ac8ffd7a38c10e6719598b1cb463d4c7,CA263001-B442,NA,syn63100169,syn60245550,syn60245550,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245550,syn60245550,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245551,collection_0000064571_2021-01-06 20_19_39.scn,1,142025413,collection_0000064571_2021-01-06 20_19_39.scn,612037392,fb730c1990b45dcd88ecb142b8e27a7c,CA263001-B345,NA,syn63100169,syn60245551,syn60245551,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245551,syn60245551,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245552,collection_0000064612_2021-01-08 16_55_13.scn,1,142025422,collection_0000064612_2021-01-08 16_55_13.scn,1037056732,e3c6b1fd53373c6b8ef111b8131b89b3,CA263001-B250,NA,syn63100169,syn60245552,syn60245552,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245552,syn60245552,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245555,NTC_6_BR_lvl2_1003158.svs,1,142025425,NTC_6_BR_lvl2_1003158.svs,1762480707,366bc9617f3e87d19b5f114f0d267533,CA263001-B452,NA,syn63100169,syn60245555,syn60245555,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245555,syn60245555,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245556,collection_0000064622_2021-01-08 18_27_26.scn,1,142025428,collection_0000064622_2021-01-08 18_27_26.scn,844237998,3c54a13dd86a8964b18a1451599ea0e3,CA263001-B294,NA,syn63100169,syn60245556,syn60245556,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245556,syn60245556,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245559,collection_0000064614_2021-01-11 17_42_58.scn,1,142025433,collection_0000064614_2021-01-11 17_42_58.scn,1053384584,aa6aec78c8bc89513f4db3c64e0d9ce6,CA263001-B257,NA,syn63100169,syn60245559,syn60245559,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245559,syn60245559,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245560,NTC_1_BR_lvl2_1003117.svs,1,142025434,NTC_1_BR_lvl2_1003117.svs,1974858631,578a478ef2518c2659ae978ca1d8973c,CA263001-B436,NA,syn63100169,syn60245560,syn60245560,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245560,syn60245560,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245563,collection_0000064567_2021-01-08 14_57_09.scn,1,142025443,collection_0000064567_2021-01-08 14_57_09.scn,992101814,22017a608cf0448a5e33f8b2a4d14fe0,CA263001-B285,NA,syn63100169,syn60245563,syn60245563,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245563,syn60245563,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245564,collection_0000064572_2021-01-06 20_27_36.scn,1,142025448,collection_0000064572_2021-01-06 20_27_36.scn,773172942,b9b670d9f200cbc61e80d80a04df6452,CA263001-B349,NA,syn63100169,syn60245564,syn60245564,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245564,syn60245564,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245565,NTC_4_BR_lvl2_1003227.svs,1,142025449,NTC_4_BR_lvl2_1003227.svs,2046109661,d2396f1534f76d841767d64148a3c386,CA263001-B448,NA,syn63100169,syn60245565,syn60245565,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245565,syn60245565,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245566,collection_0000064615_2021-01-08 17_30_04.scn,1,142025450,collection_0000064615_2021-01-08 17_30_04.scn,1025607350,fb5c20ec47bf9cd473f59efa42096846,CA263001-B262,NA,syn63100169,syn60245566,syn60245566,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245566,syn60245566,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245567,collection_0000064578_2021-01-06 21_26_48.scn,1,142025451,collection_0000064578_2021-01-06 21_26_48.scn,853068924,cee4d4b870d1fb44d73765a30f1daf63,CA263001-B329,NA,syn63100169,syn60245567,syn60245567,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245567,syn60245567,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245569,NTC_7_BR_lvl1_1003124.svs,1,142025453,NTC_7_BR_lvl1_1003124.svs,1681590681,70ccdcb85d271445bb79cdfd4950d7da,CA263001-B453,NA,syn63100169,syn60245569,syn60245569,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245569,syn60245569,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245572,collection_0000064620_2021-01-08 18_12_17.scn,1,142025457,collection_0000064620_2021-01-08 18_12_17.scn,854360934,143c6e7c860c0983f5c46f79fd743997,CA263001-B242,NA,syn63100169,syn60245572,syn60245572,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245572,syn60245572,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245573,collection_0000064628_2021-01-08 19_27_53.scn,1,142025465,collection_0000064628_2021-01-08 19_27_53.scn,956067312,c988f2b37057afdfdc060b695a494706,CA263001-B318,NA,syn63100169,syn60245573,syn60245573,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245573,syn60245573,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245575,NTC_2_BR_lvl1_1003119.svs,1,142025467,NTC_2_BR_lvl1_1003119.svs,1529104455,d893eebff0b32f159595c5c7699a6f7c,CA263001-B443,NA,syn63100169,syn60245575,syn60245575,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245575,syn60245575,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245578,collection_0000064624_2021-01-08 18_48_43.scn,1,142025470,collection_0000064624_2021-01-08 18_48_43.scn,1089437988,2b36629a64dcdf59c0293c785e3a0f3a,CA263001-B302,NA,syn63100169,syn60245578,syn60245578,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245578,syn60245578,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245579,collection_0000064570_2021-01-06 20_13_11.scn,1,142025471,collection_0000064570_2021-01-06 20_13_11.scn,1014587334,0d479a77af3da2fce2c538dda7196552,CA263001-B341,NA,syn63100169,syn60245579,syn60245579,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245579,syn60245579,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245580,NTC_7_BR_lvl2_1003230.svs,1,142025472,NTC_7_BR_lvl2_1003230.svs,1898946525,3eaa8b94c527e5509e72d0fba87b6761,CA263001-B454,NA,syn63100169,syn60245580,syn60245580,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245580,syn60245580,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245583,collection_0000064632_2021-01-11 12_20_00.scn,1,142025483,collection_0000064632_2021-01-11 12_20_00.scn,973567110,e537a4510c9a592fd6a66e60eab545eb,CA263001-B290,NA,syn63100169,syn60245583,syn60245583,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245583,syn60245583,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245584,collection_0000064576_2021-01-06 21_07_22.scn,1,142025484,collection_0000064576_2021-01-06 21_07_22.scn,648734294,356a70094c5a040be232ff1ef2814906,CA263001-B365,NA,syn63100169,syn60245584,syn60245584,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245584,syn60245584,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245585,NTC_8_BR_lvl1_1003125.svs,1,142025485,NTC_8_BR_lvl1_1003125.svs,1821755179,9f464b9fc989497f238fee5ba55068e1,CA263001-B455,NA,syn63100169,syn60245585,syn60245585,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245585,syn60245585,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245586,collection_0000064573_2021-01-06 20_40_44.scn,1,142025486,collection_0000064573_2021-01-06 20_40_44.scn,1274305094,6daaf9ef7ecebf7da5f7f3ca07197c39,CA263001-B353,NA,syn63100169,syn60245586,syn60245586,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245586,syn60245586,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245587,NTC_2_BR_lvl2_1003225.svs,1,142025487,NTC_2_BR_lvl2_1003225.svs,1657734537,d1a8f4b0607fbe0d4b06947422c47729,CA263001-B444,NA,syn63100169,syn60245587,syn60245587,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245587,syn60245587,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245588,collection_0000064633_2021-01-11 10_45_50.scn,1,142025488,collection_0000064633_2021-01-11 10_45_50.scn,1021117880,4c8773b51d653f6c07fdafea43e2227b,CA263001-B326,NA,syn63100169,syn60245588,syn60245588,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245588,syn60245588,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245589,collection_0000064626_2021-01-08 19_08_03.scn,1,142025497,collection_0000064626_2021-01-08 19_08_03.scn,750837840,52ffe6d155f60f9e943ac1e2440dd42d,CA263001-B310,NA,syn63100169,syn60245589,syn60245589,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245589,syn60245589,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245590,NTC_9_BR_lvl2_1003161.svs,1,142025498,NTC_9_BR_lvl2_1003161.svs,1626295967,d4f5470da264bfda7e0a52d439ff89d7,CA263001-B458,NA,syn63100169,syn60245590,syn60245590,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245590,syn60245590,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245591,collection_0000064629_2021-01-11 12_28_25.scn,1,142025499,collection_0000064629_2021-01-11 12_28_25.scn,1012773922,1e63d3b1ab96e79b1227fa2426e4c8a0,CA263001-B322,NA,syn63100169,syn60245591,syn60245591,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245591,syn60245591,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245592,collection_0000064625_2021-01-08 18_59_06.scn,1,142025500,collection_0000064625_2021-01-08 18_59_06.scn,1067295756,fbcf2716114210c67d553c620c1ffbae,CA263001-B306,NA,syn63100169,syn60245592,syn60245592,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245592,syn60245592,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245593,shCND1_10_BR_lvl2_1003174.svs,1,142025501,shCND1_10_BR_lvl2_1003174.svs,1717662693,693f6416c6285ff56b6661e4b8483173,CA263001-B484,NA,syn63100169,syn60245593,syn60245593,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245593,syn60245593,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245594,collection_0000064631_2021-01-08 19_57_25.scn,1,142025510,collection_0000064631_2021-01-08 19_57_25.scn,1044924950,7de392570bc6e4ce22d403292da20e37,CA263001-B286,NA,syn63100169,syn60245594,syn60245594,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245594,syn60245594,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245595,collection_0000064634_2021-01-08 20_29_57.scn,1,142025513,collection_0000064634_2021-01-08 20_29_57.scn,1113768970,ec57b558f20bb52c70f6080bf413698f,CA263001-B342,NA,syn63100169,syn60245595,syn60245595,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245595,syn60245595,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245596,NTC_4_BR_lvl2_1003156.svs,1,142025514,NTC_4_BR_lvl2_1003156.svs,2072857155,fbd00a0c5b5f8b8ec356325962201af6,CA263001-B448,NA,syn63100169,syn60245596,syn60245596,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245596,syn60245596,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245597,collection_0000064635_2021-01-08 20_36_53.scn,1,142025515,collection_0000064635_2021-01-08 20_36_53.scn,784397372,0e90779d1ed41df344cddcbb055d6a9f,CA263001-B346,NA,syn63100169,syn60245597,syn60245597,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245597,syn60245597,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245598,NTC_12_BR_lvl2_1003164.csv,1,142025517,NTC_12_BR_lvl2_1003164.csv,2565,0fe5c9b533e0a42fd779400cb0bcd5f7,CA263001-B442,NA,syn63100169,syn60245598,syn60245598,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245598,syn60245598,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245599,NTC_10_BR_lvl2_1003162.csv,1,142025522,NTC_10_BR_lvl2_1003162.csv,2649,45f251d6377e2e362ee297948a313721,CA263001-B438,NA,syn63100169,syn60245599,syn60245599,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245599,syn60245599,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245600,NTC_8_BR_lvl1_1003125.csv,1,142025519,NTC_8_BR_lvl1_1003125.csv,12590,f5810030ca513eef9320d894d82c708f,CA263001-B455,NA,syn63100169,syn60245600,syn60245600,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245600,syn60245600,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245601,NTC_10_BR_lvl1_1003127.csv,1,142025516,NTC_10_BR_lvl1_1003127.csv,11713,bb3c951225a78c72b26a2b8b508576f4,CA263001-B437,NA,syn63100169,syn60245601,syn60245601,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245601,syn60245601,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245602,NTC_1_BR_lvl1_1003118.csv,1,142025523,NTC_1_BR_lvl1_1003118.csv,4214,bbb6ee42943fc36564ce526aa893c419,CA263001-B435,NA,syn63100169,syn60245602,syn60245602,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245602,syn60245602,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245603,shCND1_2_BR_lvl2_1003166.csv,1,142025525,shCND1_2_BR_lvl2_1003166.csv,649,2d15fc3ba8e65f77ddfa37d7352252c6,CA263001-B490,NA,syn63100169,syn60245603,syn60245603,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245603,syn60245603,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
