id,name,currentVersion,dataFileHandleId,dataFileName,dataFileSizeBytes,dataFileMD5Hex,BiospecimenKey,DataUseCodes,DatasetViewKey,EntityId,FileAlias,FileAssay,FileDescription,FileDesign,FileFormat,FileLevel,FileSpecies,FileTissue,FileTumorType,FileUrl,FileViewId,StudyKey,FileDataUseCodes,FileLongitudinalEventType,FileLongitudinalGroup,FileLongitudinalSequenceIdentifier,FileLongitudinalSequentialTimeElapsed,FileLongitudinalTimeElapsedUnit,FileLongitudinalTotalTimeElapsed
syn60248700,iso2_9_liver_2021-02-13_02_19_09.csv,1,142029062,iso2_9_liver_2021-02-13_02_19_09.csv,23845,146c276293018226a68b121bf6d58587,CA263001-B682,NA,syn63100173,syn60248700,syn60248700,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60248700,syn60248700,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60248701,GFP_12_liver_2021-02-13_00_37_46.csv,1,142029063,GFP_12_liver_2021-02-13_00_37_46.csv,18220,021f3fa72775d1cfdcc83c6298507c32,CA263001-B678,NA,syn63100173,syn60248701,syn60248701,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60248701,syn60248701,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60248702,GFP_3_liver_2021-02-12_22_30_21.csv,1,142029064,GFP_3_liver_2021-02-12_22_30_21.csv,21236,c209d497e8c5e2d047f62e2bba513cae,CA263001-B680,NA,syn63100173,syn60248702,syn60248702,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60248702,syn60248702,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60248703,m1m2_4_liver_2021-02-16_10_29_54.csv,1,142029066,m1m2_4_liver_2021-02-16_10_29_54.csv,8778,4bdb341aaf292da1b029b524cdb1e6e8,CA263001-B684,NA,syn63100173,syn60248703,syn60248703,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60248703,syn60248703,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60248704,anns_20210511GB.csv,1,142029065,anns_20210511GB.csv,162915,91c7f6e773a62abec135e8d412271745,Not Applicable,NA,syn63100173,syn60248704,syn60248704,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for mouse liver images from cohort 20210511_GB, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60248704,syn60248704,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60248705,GFP_10_liver_2021-02-13_00_08_45.csv,1,142029067,GFP_10_liver_2021-02-13_00_08_45.csv,9850,f784a0a5da8bdcfa7374ea9e7eb5607b,CA263001-B677,NA,syn63100173,syn60248705,syn60248705,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60248705,syn60248705,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60248706,m1m2_1_liver_2021-02-13_03_08_07.csv,1,142029068,m1m2_1_liver_2021-02-13_03_08_07.csv,12028,4e3b684efd4b17644b493b5b485dcde6,CA263001-B683,NA,syn63100173,syn60248706,syn60248706,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60248706,syn60248706,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60248708,GFP_2_liver_2021-02-12_22_17_56.csv,1,142029070,GFP_2_liver_2021-02-12_22_17_56.csv,22894,b4a4a64721fe4f832902ee4a43ce3602,CA263001-B679,NA,syn63100173,syn60248708,syn60248708,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60248708,syn60248708,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60248725,collection_0000064647_2021-01-08 22_38_00.scn,1,142029096,collection_0000064647_2021-01-08 22_38_00.scn,1581696868,541a27b1b6f05ddd97d63afa3f6b8d45,CA263001-B251,NA,syn63100173,syn60248725,syn60248725,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a liver tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60248725,syn60248725,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60248870,collection_0000064651_2021-01-08 23_18_12.scn,1,142029251,collection_0000064651_2021-01-08 23_18_12.scn,1301211108,d41b16db31f73eccf3bfe575983f89d8,CA263001-B239,NA,syn63100173,syn60248870,syn60248870,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a liver tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60248870,syn60248870,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60249032,collection_0000064653_2021-01-11 11_49_17.scn,1,142029420,collection_0000064653_2021-01-11 11_49_17.scn,1346718084,dd541409d9f1a4d4738b29cef85c4dab,CA263001-B315,NA,syn63100173,syn60249032,syn60249032,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a liver tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60249032,syn60249032,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60249224,collection_0000064649_2021-01-11 12_02_07.scn,1,142029621,collection_0000064649_2021-01-11 12_02_07.scn,1638509430,d0d24d87efeb105af1b6e76df36669a0,CA263001-B267,NA,syn63100173,syn60249224,syn60249224,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a liver tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60249224,syn60249224,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60249350,collection_0000064658_2021-01-09 01_04_41.scn,1,142029754,collection_0000064658_2021-01-09 01_04_41.scn,1080088086,66c479ccf8d9e52a6be8bb04da8eff8f,CA263001-B327,NA,syn63100173,syn60249350,syn60249350,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a liver tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60249350,syn60249350,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60249519,collection_0000064652_2021-01-11 11_49_23.scn,1,142029931,collection_0000064652_2021-01-11 11_49_23.scn,1502609982,5451af9bb9d03c3d0a4a01f242ade2a8,CA263001-B279,NA,syn63100173,syn60249519,syn60249519,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a liver tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60249519,syn60249519,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60249707,collection_0000064660_2021-01-09 01_18_29.scn,1,142030127,collection_0000064660_2021-01-09 01_18_29.scn,1718770784,d5163efe4fa8abfb80fc1f746d58de3b,CA263001-B347,NA,syn63100173,syn60249707,syn60249707,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a liver tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60249707,syn60249707,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60249861,collection_0000064650_2021-01-11 12_00_53.scn,1,142030288,collection_0000064650_2021-01-11 12_00_53.scn,1603727622,1f9f0aff30f1b43212798f8995b08980,CA263001-B271,NA,syn63100173,syn60249861,syn60249861,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a liver tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60249861,syn60249861,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250130,collection_0000064659_2021-01-09 01_15_28.scn,1,142030579,collection_0000064659_2021-01-09 01_15_28.scn,1443084414,ed1bcf8da05313b66346bc07b5fbe84f,CA263001-B343,NA,syn63100173,syn60250130,syn60250130,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a liver tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250130,syn60250130,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250253,collection_0000064677_2021-01-11 18_16_17.scn,1,142030707,collection_0000064677_2021-01-11 18_16_17.scn,1405745422,baba7c0f7ff1e150c9416ef380a8f4f1,CA263001-B316,NA,syn63100173,syn60250253,syn60250253,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a liver tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250253,syn60250253,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250367,collection_0000064657_2021-01-11 11_18_54.scn,1,142030830,collection_0000064657_2021-01-11 11_18_54.scn,1419317344,6f3230af8d81f26bc76802eb1dac293d,CA263001-B291,NA,syn63100173,syn60250367,syn60250367,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a liver tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250367,syn60250367,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250529,collection_0000064655_2021-01-09 00_51_34.scn,1,142031006,collection_0000064655_2021-01-09 00_51_34.scn,1556224034,ce4fb228b7ff28baeb422a4d30727d6c,CA263001-B283,NA,syn63100173,syn60250529,syn60250529,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a liver tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250529,syn60250529,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250670,collection_0000064662_2021-01-11 11_19_30.scn,1,142031155,collection_0000064662_2021-01-11 11_19_30.scn,1388703312,b91e5d4e1ded4f06b7b2ab3ee76bf028,CA263001-B355,NA,syn63100173,syn60250670,syn60250670,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a liver tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250670,syn60250670,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250809,collection_0000064654_2021-01-09 00_51_34.scn,1,142031306,collection_0000064654_2021-01-09 00_51_34.scn,1413531126,c2cebea325ac746e252b2759088dfca3,CA263001-B319,NA,syn63100173,syn60250809,syn60250809,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a liver tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 12273BM human cell line xenograft",NA,SCN,Level 2,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250809,syn60250809,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250825,M17_GFP_liv_1_lvl1_1002519.csv,1,142031325,M17_GFP_liv_1_lvl1_1002519.csv,1259,6a19da3c151af9d296bdb97f64ba605d,CA263001-B373,NA,syn63100173,syn60250825,syn60250825,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250825,syn60250825,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250826,M17_iso2_liv_12_lvl1_1002539.csv,1,142031324,M17_iso2_liv_12_lvl1_1002539.csv,1564,77c76c8f21622baf4e80fe26c14cf2df,CA263001-B399,NA,syn63100173,syn60250826,syn60250826,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250826,syn60250826,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250827,liver_20210624_GL.csv,1,142031326,liver_20210624_GL.csv,91099,62d82f40a72bdb8b79b7e9203e10608b,Not Applicable,NA,syn63100173,syn60250827,syn60250827,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for mouse liver images from cohort 20210624_GL, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250827,syn60250827,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250828,M17_m1m2_liv_9_lvl2_1002578.csv,1,142031327,M17_m1m2_liv_9_lvl2_1002578.csv,1482,8071036d469a18e4d3d1722452f06e59,CA263001-B434,NA,syn63100173,syn60250828,syn60250828,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250828,syn60250828,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250829,M17_m1m2_liv_10_lvl2_1002579.csv,1,142031323,M17_m1m2_liv_10_lvl2_1002579.csv,1216,fc010a47ed66402025dd1c902afb2568,CA263001-B418,NA,syn63100173,syn60250829,syn60250829,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250829,syn60250829,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250830,M17_GFP_liv_3_lvl2_1002552.csv,1,142031329,M17_GFP_liv_3_lvl2_1002552.csv,1788,0a37bc4b28badb89dc70b914febf2d31,CA263001-B382,NA,syn63100173,syn60250830,syn60250830,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250830,syn60250830,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250831,M17_m1m2_liv_2_lvl1_1002541.csv,1,142031333,M17_m1m2_liv_2_lvl1_1002541.csv,2099,4c76362a120e70dc7c2066dc62096a97,CA263001-B421,NA,syn63100173,syn60250831,syn60250831,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250831,syn60250831,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250832,M17_GFP_liv_4_lvl1_1002522.csv,1,142031332,M17_GFP_liv_4_lvl1_1002522.csv,1792,052295954ef222c24fc9dc01cee76de1,CA263001-B383,NA,syn63100173,syn60250832,syn60250832,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250832,syn60250832,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250833,M17_GFP_liv_2_lvl1_1002520.csv,1,142031335,M17_GFP_liv_2_lvl1_1002520.csv,2559,1b4c662a2b8fede46020c82160244e5c,CA263001-B379,NA,syn63100173,syn60250833,syn60250833,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250833,syn60250833,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250834,M17_m1m2_liv_3_lvl1_1002542.csv,1,142031334,M17_m1m2_liv_3_lvl1_1002542.csv,2439,29f0dda4bc819cf336d67cebc0f6b145,CA263001-B423,NA,syn63100173,syn60250834,syn60250834,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250834,syn60250834,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250836,M17_GFP_liv_8_lvl1_1002526.csv,1,142031341,M17_GFP_liv_8_lvl1_1002526.csv,1669,3bf5d1e7e3a1cc1f8271f1749db26783,CA263001-B391,NA,syn63100173,syn60250836,syn60250836,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250836,syn60250836,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250837,M17_GFP_liv_5_lvl1_1002523.csv,1,142031328,M17_GFP_liv_5_lvl1_1002523.csv,1876,31a94fbcbc92d8ecc49591ee0ce430f2,CA263001-B385,NA,syn63100173,syn60250837,syn60250837,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250837,syn60250837,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250838,M17_GFP_liv_8_lvl2_1002557.csv,1,142031343,M17_GFP_liv_8_lvl2_1002557.csv,2418,8f21d60980bd74d9c7d9353ff4f9901e,CA263001-B392,NA,syn63100173,syn60250838,syn60250838,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250838,syn60250838,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250839,M17_GFP_liv_1_lvl2_1002550.csv,1,142031340,M17_GFP_liv_1_lvl2_1002550.csv,3096,a5c97421fe44413a09031aa1a8b33b04,CA263001-B374,NA,syn63100173,syn60250839,syn60250839,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250839,syn60250839,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250840,M17_GFP_liv_6_lvl2_1002555.csv,1,142031342,M17_GFP_liv_6_lvl2_1002555.csv,3147,0ad17d983f78716bd4cda9ec2dbbac8e,CA263001-B388,NA,syn63100173,syn60250840,syn60250840,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250840,syn60250840,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250841,M17_iso2_liv_8_lvl2_1002567.csv,1,142031345,M17_iso2_liv_8_lvl2_1002567.csv,1422,6a29fde1214615f0c3cc4a0160d6b39e,CA263001-B412,NA,syn63100173,syn60250841,syn60250841,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250841,syn60250841,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250842,M17_GFP_liv_11_lvl1_1002528.csv,1,142031346,M17_GFP_liv_11_lvl1_1002528.csv,4745,9ccd762a2a7504e90c3a07c1a0062469,CA263001-B375,NA,syn63100173,syn60250842,syn60250842,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250842,syn60250842,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250843,M17_iso2_liv_5_lvl1_1002533.csv,1,142031330,M17_iso2_liv_5_lvl1_1002533.csv,2257,69af51d5a5fc3baee2dd3b0d7db0f156,CA263001-B405,NA,syn63100173,syn60250843,syn60250843,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250843,syn60250843,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250844,M17_iso2_liv_7_lvl2_1002566.csv,1,142031348,M17_iso2_liv_7_lvl2_1002566.csv,2637,d4fbbec5fb1895e447d9e94310063fb7,CA263001-B410,NA,syn63100173,syn60250844,syn60250844,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250844,syn60250844,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250845,M17_GFP_liv_9_lvl2_1002558.csv,1,142031337,M17_GFP_liv_9_lvl2_1002558.csv,1205,cc6baae52a1ae26babb718787bb97fa0,CA263001-B394,NA,syn63100173,syn60250845,syn60250845,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250845,syn60250845,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250846,M17_m1m2_liv_12_lvl1_1002549.csv,1,142031344,M17_m1m2_liv_12_lvl1_1002549.csv,2682,882016b9c333900ddf5376bb29425c54,CA263001-B419,NA,syn63100173,syn60250846,syn60250846,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250846,syn60250846,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250847,M17_GFP_liv_6_lvl1_1002524.csv,1,142031349,M17_GFP_liv_6_lvl1_1002524.csv,1335,a0fe7cda188641e1abbe9f9771e0984d,CA263001-B387,NA,syn63100173,syn60250847,syn60250847,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250847,syn60250847,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250848,M17_iso2_liv_7_lvl1_1002535.csv,1,142031339,M17_iso2_liv_7_lvl1_1002535.csv,1598,f3971fba4101224b25db20195cf1270c,CA263001-B409,NA,syn63100173,syn60250848,syn60250848,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250848,syn60250848,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250849,M17_m1m2_liv_10_lvl1_1002548.csv,1,142031352,M17_m1m2_liv_10_lvl1_1002548.csv,1611,10f4aadf25577678b5776b0d81c96f5f,CA263001-B417,NA,syn63100173,syn60250849,syn60250849,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250849,syn60250849,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250850,M17_GFP_liv_11_lvl2_1002559.csv,1,142031353,M17_GFP_liv_11_lvl2_1002559.csv,1780,d9d3a49bc8dd2d77ee2e7756a6380c1e,CA263001-B376,NA,syn63100173,syn60250850,syn60250850,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250850,syn60250850,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250851,M17_iso2_liv_1_lvl2_1002561.csv,1,142031355,M17_iso2_liv_1_lvl2_1002561.csv,834,31180cc9ba5e52f8b33a297b22321610,CA263001-B396,NA,syn63100173,syn60250851,syn60250851,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250851,syn60250851,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250852,M17_iso2_liv_8_lvl1_1002536.csv,1,142031354,M17_iso2_liv_8_lvl1_1002536.csv,3080,3d907fcd563ec10dd18fc89979040ede,CA263001-B411,NA,syn63100173,syn60250852,syn60250852,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250852,syn60250852,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250853,M17_GFP_liv_9_lvl1_1002527.csv,1,142031356,M17_GFP_liv_9_lvl1_1002527.csv,2894,ba26448185a9a8de1b9266243a9b5f77,CA263001-B393,NA,syn63100173,syn60250853,syn60250853,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250853,syn60250853,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250854,M17_iso2_liv_1_lvl1_1002530.csv,1,142031360,M17_iso2_liv_1_lvl1_1002530.csv,1050,b6cbe33b09530d75768b3b41ced4df42,CA263001-B395,NA,syn63100173,syn60250854,syn60250854,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250854,syn60250854,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250855,M17_GFP_liv_7_lvl1_1002525.csv,1,142031338,M17_GFP_liv_7_lvl1_1002525.csv,2153,fdcf096adf4481e81cc9276c0e7812c1,CA263001-B389,NA,syn63100173,syn60250855,syn60250855,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250855,syn60250855,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250856,M17_iso2_liv_12_lvl2_1002570.csv,1,142031359,M17_iso2_liv_12_lvl2_1002570.csv,1349,9bc6823c18e36ae53463f4f79cc5448d,CA263001-B400,NA,syn63100173,syn60250856,syn60250856,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250856,syn60250856,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250931,M17_iso2_liv_11_lvl2_1002569.csv,1,142031366,M17_iso2_liv_11_lvl2_1002569.csv,1294,3b9a679b2e74a4783050d592262b19b7,CA263001-B398,NA,syn63100173,syn60250931,syn60250931,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Liver,Melanoma,https://www.synapse.org/Synapse:syn60250931,syn60250931,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
