name,assay,cellType,dataSubtype,dataType,diagnosis,individualID,individualIdSource,nf1Genotype,nf2Genotype,isCellLine,isMultiIndividual,isMultiSpecimen,isPrimaryCell,organ,sex,species,specimenID,specimenIdSource,tissue,experimentalCondition,experimentalTimePoint,timePointUnit,genePerturbationTechnology,genePerturbationType,genePerturbed,compoundDose,compoundDoseUnit,compoundDoseRange,compoundName,drugScreenType,secondCompoundName,fileFormat,resourceType,analysisType,isStranded,libraryPrep,readLength,readPairOrientation,readStrandOrigin,multipleTestingAdjustmentMethod,differentialExpressionMethod,alignmentMethod,runType,platform,transcriptQuantificationMethod,dataFileHandleId,chemicalStructure,structureType,studyId,studyName,createdOn,readPair,id,modelSystemName,createdBy,etag,type,currentVersion,parentId,benefactorId,projectId,modifiedOn,modifiedBy,tumorType,dataFileBucket,description,dataFileSizeBytes
HS11_11.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_11,NA,NA,"Dasatinib,Simvastatin",24,hours,RNAi,control,NA,NA,NA,NA,"Dasatinib,Simvastatin",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371207,NA,NA,syn2343195,Synodos NF2,1539315084395,1,syn17009259,HS11,3322106,d3e679b4-e1ed-48a6-bc60-21830804ea07,file,1,syn18456448,syn2343195,syn2343195,1679362944650,3421893,,proddata.sagebase.org,NA,2615806279
HS11_11.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_11,NA,NA,"Dasatinib,Simvastatin",24,hours,RNAi,control,NA,NA,NA,NA,"Dasatinib,Simvastatin",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371214,NA,NA,syn2343195,Synodos NF2,1539315641858,2,syn17009260,HS11,3322106,a5d04be8-f3c3-44f6-a557-ad770a6ce960,file,1,syn18456448,syn2343195,syn2343195,1679362944698,3421893,,proddata.sagebase.org,NA,2634275948
HS11_1.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_1,NA,NA,DMSO,24,hours,RNAi,control,NA,NA,NA,NA,DMSO,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371221,NA,NA,syn2343195,Synodos NF2,1539316346508,1,syn17009264,HS11,3322106,bea1ac5f-6257-49b3-a357-ac3441994d16,file,1,syn18456448,syn2343195,syn2343195,1679362944752,3421893,,proddata.sagebase.org,NA,3030355534
HS11_12.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_12,NA,NA,"Dasatinib,Brigatinib",24,hours,RNAi,control,NA,NA,NA,NA,"Dasatinib,Brigatinib",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371224,NA,NA,syn2343195,Synodos NF2,1539316802032,1,syn17009265,HS11,3322106,569f3ce7-ae8b-4f99-99eb-c03ad67587c5,file,1,syn18456448,syn2343195,syn2343195,1679362944806,3421893,,proddata.sagebase.org,NA,2175824466
HS11_12.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_12,NA,NA,"Dasatinib,Brigatinib",24,hours,RNAi,control,NA,NA,NA,NA,"Dasatinib,Brigatinib",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371231,NA,NA,syn2343195,Synodos NF2,1539317287895,2,syn17009266,HS11,3322106,5b5abf7d-99e7-44d9-96a6-7042f0b1278f,file,1,syn18456448,syn2343195,syn2343195,1679362944858,3421893,,proddata.sagebase.org,NA,2241852238
HS11_1.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_1,NA,NA,DMSO,24,hours,RNAi,control,NA,NA,NA,NA,DMSO,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371238,NA,NA,syn2343195,Synodos NF2,1539317947449,2,syn17009267,HS11,3322106,e862e123-4a2a-46d2-9a74-7d5d120943ab,file,1,syn18456448,syn2343195,syn2343195,1679362944905,3421893,,proddata.sagebase.org,NA,3020297601
HS11_13.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_13,NA,NA,DMSO,24,hours,RNAi,control,NA,NA,NA,NA,DMSO,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371245,NA,NA,syn2343195,Synodos NF2,1539318372815,1,syn17009268,HS11,3322106,ff1ac255-098c-4b79-abcc-c2db8bc3b471,file,1,syn18456448,syn2343195,syn2343195,1679362944961,3421893,,proddata.sagebase.org,NA,1866500206
HS11_13.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_13,NA,NA,DMSO,24,hours,RNAi,control,NA,NA,NA,NA,DMSO,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371252,NA,NA,syn2343195,Synodos NF2,1539318799162,2,syn17009269,HS11,3322106,7ce51631-3d10-4750-bf51-a0671cde40b8,file,1,syn18456448,syn2343195,syn2343195,1679362945018,3421893,,proddata.sagebase.org,NA,1893114251
HS11_14.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_14,NA,NA,Dasatinib,24,hours,RNAi,control,NA,NA,NA,NA,Dasatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371259,NA,NA,syn2343195,Synodos NF2,1539319247799,1,syn17009270,HS11,3322106,43dd9867-e808-45e0-9d11-496b8e1aa5a1,file,1,syn18456448,syn2343195,syn2343195,1679362945068,3421893,,proddata.sagebase.org,NA,2078742935
HS11_14.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_14,NA,NA,Dasatinib,24,hours,RNAi,control,NA,NA,NA,NA,Dasatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371260,NA,NA,syn2343195,Synodos NF2,1539319703847,2,syn17009271,HS11,3322106,dd26c107-4c2a-49d2-a061-66bce78386a7,file,1,syn18456448,syn2343195,syn2343195,1679362945125,3421893,,proddata.sagebase.org,NA,2076123688
HS11_15.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_15,NA,NA,Simvastatin,24,hours,RNAi,control,NA,NA,NA,NA,Simvastatin,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371267,NA,NA,syn2343195,Synodos NF2,1539320128986,1,syn17009272,HS11,3322106,f62881e4-fcbb-4745-829c-a53c8ff5bd97,file,1,syn18456448,syn2343195,syn2343195,1679362945177,3421893,,proddata.sagebase.org,NA,2005816395
HS11_15.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_15,NA,NA,Simvastatin,24,hours,RNAi,control,NA,NA,NA,NA,Simvastatin,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371274,NA,NA,syn2343195,Synodos NF2,1539320629180,2,syn17009273,HS11,3322106,8782350a-713a-483f-98dd-cb8fee58c9b1,file,1,syn18456448,syn2343195,syn2343195,1679362945228,3421893,,proddata.sagebase.org,NA,2092314293
HS11_16.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_16,NA,NA,Brigatinib,24,hours,RNAi,control,NA,NA,NA,NA,Brigatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371281,NA,NA,syn2343195,Synodos NF2,1539321150371,1,syn17009274,HS11,3322106,c6756391-7978-452c-9ad6-8fb550c17e27,file,1,syn18456448,syn2343195,syn2343195,1679362945283,3421893,,proddata.sagebase.org,NA,2605582387
HS11_16.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_16,NA,NA,Brigatinib,24,hours,RNAi,control,NA,NA,NA,NA,Brigatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371288,NA,NA,syn2343195,Synodos NF2,1539321760453,2,syn17009275,HS11,3322106,fa1f5f2c-0abc-4287-932a-c01edfeaeb9e,file,1,syn18456448,syn2343195,syn2343195,1679362945336,3421893,,proddata.sagebase.org,NA,2714874669
HS11_17.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_17,NA,NA,"Dasatinib,Simvastatin",24,hours,RNAi,control,NA,NA,NA,NA,"Dasatinib,Simvastatin",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371289,NA,NA,syn2343195,Synodos NF2,1539322195245,1,syn17009276,HS11,3322106,386ce753-0d71-4d08-a088-944bf2eaee6d,file,1,syn18456448,syn2343195,syn2343195,1679362945386,3421893,,proddata.sagebase.org,NA,2029607560
HS11_17.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_17,NA,NA,"Dasatinib,Simvastatin",24,hours,RNAi,control,NA,NA,NA,NA,"Dasatinib,Simvastatin",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371296,NA,NA,syn2343195,Synodos NF2,1539322617368,2,syn17009277,HS11,3322106,b7077f95-b5d9-48b0-90ee-14ee2d0da29c,file,1,syn18456448,syn2343195,syn2343195,1679362945440,3421893,,proddata.sagebase.org,NA,2005873981
HS11_18.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_18,NA,NA,"Dasatinib,Brigatinib",24,hours,RNAi,control,NA,NA,NA,NA,"Dasatinib,Brigatinib",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371307,NA,NA,syn2343195,Synodos NF2,1539323060348,1,syn17009278,HS11,3322106,ed85e347-cb30-4933-83f9-c8c9d22f16d6,file,1,syn18456448,syn2343195,syn2343195,1679362945495,3421893,,proddata.sagebase.org,NA,2205484230
HS11_18.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_18,NA,NA,"Dasatinib,Brigatinib",24,hours,RNAi,control,NA,NA,NA,NA,"Dasatinib,Brigatinib",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371324,NA,NA,syn2343195,Synodos NF2,1539323539942,2,syn17009279,HS11,3322106,05a08423-b388-41e3-913c-4b64fa6e3711,file,1,syn18456448,syn2343195,syn2343195,1679362945548,3421893,,proddata.sagebase.org,NA,2239358600
HS11_2.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_2,NA,NA,Dasatinib,24,hours,RNAi,control,NA,NA,NA,NA,Dasatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371327,NA,NA,syn2343195,Synodos NF2,1539323973323,1,syn17009280,HS11,3322106,e44bf830-bd14-4320-ac2e-d12e1fb90725,file,1,syn18456448,syn2343195,syn2343195,1679362945602,3421893,,proddata.sagebase.org,NA,2218158731
HS11_2.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_2,NA,NA,Dasatinib,24,hours,RNAi,control,NA,NA,NA,NA,Dasatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371346,NA,NA,syn2343195,Synodos NF2,1539324471503,2,syn17009281,HS11,3322106,7ee3e45d-de12-4c93-a17f-106c95ad6ac4,file,1,syn18456448,syn2343195,syn2343195,1679362945683,3421893,,proddata.sagebase.org,NA,2245317907
HS11_3.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_3,NA,NA,Simvastatin,24,hours,RNAi,control,NA,NA,NA,NA,Simvastatin,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371389,NA,NA,syn2343195,Synodos NF2,1539325338547,1,syn17009290,HS11,3322106,20270b2e-8402-45d8-b8c8-57fcfe5a9e89,file,1,syn18456448,syn2343195,syn2343195,1679362945736,3421893,,proddata.sagebase.org,NA,4045349872
HS11_3.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_3,NA,NA,Simvastatin,24,hours,RNAi,control,NA,NA,NA,NA,Simvastatin,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371406,NA,NA,syn2343195,Synodos NF2,1539326268491,2,syn17009292,HS11,3322106,d3133491-3852-4e17-bee2-9d382a00e716,file,1,syn18456448,syn2343195,syn2343195,1679362945808,3421893,,proddata.sagebase.org,NA,4007623106
HS11_4.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_4,NA,NA,Brigatinib,24,hours,RNAi,control,NA,NA,NA,NA,Brigatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371415,NA,NA,syn2343195,Synodos NF2,1539326634497,1,syn17009293,HS11,3322106,d2e8b486-0ddf-4bcb-85cb-82372eef32df,file,1,syn18456448,syn2343195,syn2343195,1679362945864,3421893,,proddata.sagebase.org,NA,1481331147
HS11_4.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_4,NA,NA,Brigatinib,24,hours,RNAi,control,NA,NA,NA,NA,Brigatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371418,NA,NA,syn2343195,Synodos NF2,1539326942448,2,syn17009295,HS11,3322106,9aa89e3b-33fe-405c-ae3e-c6fa9263853e,file,1,syn18456448,syn2343195,syn2343195,1679362945919,3421893,,proddata.sagebase.org,NA,1493838710
HS11_5.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_5,NA,NA,"Dasatinib,Simvastatin",24,hours,RNAi,control,NA,NA,NA,NA,"Dasatinib,Simvastatin",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371437,NA,NA,syn2343195,Synodos NF2,1539327303652,1,syn17009299,HS11,3322106,2ba1e793-019b-49c2-b860-454e49587d86,file,1,syn18456448,syn2343195,syn2343195,1679362945972,3421893,,proddata.sagebase.org,NA,1750186983
HS11_5.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_5,NA,NA,"Dasatinib,Simvastatin",24,hours,RNAi,control,NA,NA,NA,NA,"Dasatinib,Simvastatin",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371446,NA,NA,syn2343195,Synodos NF2,1539327639119,2,syn17009300,HS11,3322106,e188e7d5-e4e5-4af3-a3b5-c241c50b4feb,file,1,syn18456448,syn2343195,syn2343195,1679362946039,3421893,,proddata.sagebase.org,NA,1748846707
HS11_6.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_6,NA,NA,"Dasatinib,Brigatinib",24,hours,RNAi,control,NA,NA,NA,NA,"Dasatinib,Brigatinib",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371449,NA,NA,syn2343195,Synodos NF2,1539328183654,1,syn17009304,HS11,3322106,0ede2e6c-04a1-4965-a757-984d8b386c59,file,1,syn18456448,syn2343195,syn2343195,1679362946091,3421893,,proddata.sagebase.org,NA,2480802971
HS11_6.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_6,NA,NA,"Dasatinib,Brigatinib",24,hours,RNAi,control,NA,NA,NA,NA,"Dasatinib,Brigatinib",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371457,NA,NA,syn2343195,Synodos NF2,1539328756482,2,syn17009306,HS11,3322106,19ea858d-da07-4b46-859d-961c5fb5f79f,file,1,syn18456448,syn2343195,syn2343195,1679362946143,3421893,,proddata.sagebase.org,NA,2455545092
HS11_7.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_7,NA,NA,DMSO,24,hours,RNAi,control,NA,NA,NA,NA,DMSO,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371464,NA,NA,syn2343195,Synodos NF2,1539329109827,1,syn17009307,HS11,3322106,ea253c02-2fbe-4873-8043-f2288b3338c8,file,1,syn18456448,syn2343195,syn2343195,1679362946195,3421893,,proddata.sagebase.org,NA,1543325195
HS11_7.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_7,NA,NA,DMSO,24,hours,RNAi,control,NA,NA,NA,NA,DMSO,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371475,NA,NA,syn2343195,Synodos NF2,1539329445178,2,syn17009308,HS11,3322106,54652de0-980f-4178-b556-ea620662c572,file,1,syn18456448,syn2343195,syn2343195,1679362946250,3421893,,proddata.sagebase.org,NA,1567626949
HS11_8.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_8,NA,NA,Dasatinib,24,hours,RNAi,control,NA,NA,NA,NA,Dasatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371489,NA,NA,syn2343195,Synodos NF2,1539330044591,1,syn17009311,HS11,3322106,168b99ab-1d5f-49fa-bf65-09ad50c3a117,file,1,syn18456448,syn2343195,syn2343195,1679362946309,3421893,,proddata.sagebase.org,NA,2925093918
HS11_8.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_8,NA,NA,Dasatinib,24,hours,RNAi,control,NA,NA,NA,NA,Dasatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371510,NA,NA,syn2343195,Synodos NF2,1539330659212,2,syn17009315,HS11,3322106,47331685-ff52-48f2-9ab0-da7f97707d1d,file,1,syn18456448,syn2343195,syn2343195,1679362946360,3421893,,proddata.sagebase.org,NA,2990589550
HS11_9.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_9,NA,NA,Simvastatin,24,hours,RNAi,control,NA,NA,NA,NA,Simvastatin,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371513,NA,NA,syn2343195,Synodos NF2,1539331103730,1,syn17009316,HS11,3322106,f6736e03-cce7-425a-bb76-ccf2c314a82b,file,1,syn18456448,syn2343195,syn2343195,1679362946409,3421893,,proddata.sagebase.org,NA,2286424625
HS11_9.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,NA,HS11,NA,unknown,+/+,Yes,No,No,TRUE,NA,NA,Homo sapiens,HS11_9,NA,NA,Simvastatin,24,hours,RNAi,control,NA,NA,NA,NA,Simvastatin,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371528,NA,NA,syn2343195,Synodos NF2,1539331602846,2,syn17009317,HS11,3322106,a5a99e52-ede7-47b4-934b-325d063d2dff,file,1,syn18456448,syn2343195,syn2343195,1679362946457,3421893,,proddata.sagebase.org,NA,2304374770
MS02_10.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_10,NA,NA,Brigatinib,24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,Brigatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371549,NA,NA,syn2343195,Synodos NF2,1539332020765,1,syn17009322,MS02,3322106,984cafa6-1fec-4c7d-bc57-54c705a8c0dc,file,1,syn18456448,syn2343195,syn2343195,1679362946507,3421893,,proddata.sagebase.org,NA,1962112983
MS02_10.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_10,NA,NA,Brigatinib,24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,Brigatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371586,NA,NA,syn2343195,Synodos NF2,1539332435817,2,syn17009336,MS02,3322106,83fffede-60a0-4754-8994-46d186d79a99,file,1,syn18456448,syn2343195,syn2343195,1679362946564,3421893,,proddata.sagebase.org,NA,1921856622
MS02_11.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_11,NA,NA,"Dasatinib,Simvastatin",24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,"Dasatinib,Simvastatin",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371593,NA,NA,syn2343195,Synodos NF2,1539332913928,1,syn17009338,MS02,3322106,86c99257-ae11-4d61-8a08-3139f753c705,file,1,syn18456448,syn2343195,syn2343195,1679362946616,3421893,,proddata.sagebase.org,NA,2140661814
MS02_11.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_11,NA,NA,"Dasatinib,Simvastatin",24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,"Dasatinib,Simvastatin",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371600,NA,NA,syn2343195,Synodos NF2,1539333346426,2,syn17009340,MS02,3322106,05071dca-6a7d-4bad-b2f6-e4556d574af4,file,1,syn18456448,syn2343195,syn2343195,1679362946668,3421893,,proddata.sagebase.org,NA,2155692672
MS02_1.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_1,NA,NA,DMSO,24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,DMSO,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371613,NA,NA,syn2343195,Synodos NF2,1539333740657,1,syn17009344,MS02,3322106,8dc9152b-cefa-4f51-bcbf-433ac2376de6,file,1,syn18456448,syn2343195,syn2343195,1679362946726,3421893,,proddata.sagebase.org,NA,1981101242
MS02_12.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_12,NA,NA,"Dasatinib,Brigatinib",24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,"Dasatinib,Brigatinib",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371630,NA,NA,syn2343195,Synodos NF2,1539334470501,1,syn17009345,MS02,3322106,322ae94e-11f6-45f6-b052-8d43fae23d23,file,1,syn18456448,syn2343195,syn2343195,1679362946778,3421893,,proddata.sagebase.org,NA,3902614467
