dataSubtype,dataType,fileFormat,individualID,specimenID,nf2Genotype,cellType,runType,diagnosis,platform,experimentalCondition,genePerturbationType,modelSystemName,assay,species,isCellLine,readPair,isPrimaryCell,libraryPrep,isMultiIndividual,isMultiSpecimen,isStranded,timePointUnit,genePerturbationTechnology,genePerturbed,compoundName,experimentalTimePoint
raw,geneExpression,fastq,MS02,MS02_5,-/-,schwann,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,"Dasatinib,Simvastatin",knockout,MS02,RNA-seq,Mus musculus,Yes,1,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,"Dasatinib,Simvastatin",24
raw,geneExpression,fastq,MS02,MS02_5,-/-,schwann,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,"Dasatinib,Simvastatin",knockout,MS02,RNA-seq,Mus musculus,Yes,2,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,"Dasatinib,Simvastatin",24
raw,geneExpression,fastq,MS02,MS02_6,-/-,schwann,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,"Dasatinib,Brigatinib",knockout,MS02,RNA-seq,Mus musculus,Yes,1,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,"Dasatinib,Brigatinib",24
raw,geneExpression,fastq,MS02,MS02_6,-/-,schwann,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,"Dasatinib,Brigatinib",knockout,MS02,RNA-seq,Mus musculus,Yes,2,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,"Dasatinib,Brigatinib",24
raw,geneExpression,fastq,MS02,MS02_7,-/-,schwann,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,DMSO,knockout,MS02,RNA-seq,Mus musculus,Yes,1,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,DMSO,24
raw,geneExpression,fastq,MS02,MS02_7,-/-,schwann,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,DMSO,knockout,MS02,RNA-seq,Mus musculus,Yes,2,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,DMSO,24
raw,geneExpression,fastq,MS02,MS02_8,-/-,schwann,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,Dasatinib,knockout,MS02,RNA-seq,Mus musculus,Yes,1,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,Dasatinib,24
raw,geneExpression,fastq,MS02,MS02_8,-/-,schwann,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,Dasatinib,knockout,MS02,RNA-seq,Mus musculus,Yes,2,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,Dasatinib,24
raw,geneExpression,fastq,MS02,MS02_9,-/-,schwann,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,Simvastatin,knockout,MS02,RNA-seq,Mus musculus,Yes,1,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,Simvastatin,24
raw,geneExpression,fastq,MS02,MS02_9,-/-,schwann,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,Simvastatin,knockout,MS02,RNA-seq,Mus musculus,Yes,2,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,Simvastatin,24
raw,geneExpression,fastq,Syn1,Syn1_10,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,MK2206,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,MK2206,24
raw,geneExpression,fastq,Syn1,Syn1_10,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,MK2206,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,MK2206,24
raw,geneExpression,fastq,Syn1,Syn1_11,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,Brigatinib,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,Brigatinib,24
raw,geneExpression,fastq,Syn1,Syn1_11,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,Brigatinib,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,Brigatinib,24
raw,geneExpression,fastq,Syn1,Syn1_1,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,DMSO,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,DMSO,24
raw,geneExpression,fastq,Syn1,Syn1_12,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,"MK2206,Brigatinib",control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,"MK2206,Brigatinib",24
raw,geneExpression,fastq,Syn1,Syn1_12,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,"MK2206,Brigatinib",control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,"MK2206,Brigatinib",24
raw,geneExpression,fastq,Syn1,Syn1_1,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,DMSO,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,DMSO,24
raw,geneExpression,fastq,Syn1,Syn1_13,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,DMSO,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,DMSO,24
raw,geneExpression,fastq,Syn1,Syn1_13,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,DMSO,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,DMSO,24
raw,geneExpression,fastq,Syn1,Syn1_14,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,INK128,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,INK128,24
raw,geneExpression,fastq,Syn1,Syn1_14,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,INK128,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,INK128,24
raw,geneExpression,fastq,Syn1,Syn1_15,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,Dasatinib,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,Dasatinib,24
raw,geneExpression,fastq,Syn1,Syn1_15,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,Dasatinib,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,Dasatinib,24
raw,geneExpression,fastq,Syn1,Syn1_16,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,"INK128,Dasatinib",control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,"INK128,Dasatinib",24
raw,geneExpression,fastq,Syn1,Syn1_16,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,"INK128,Dasatinib",control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,"INK128,Dasatinib",24
raw,geneExpression,fastq,Syn1,Syn1_17,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,DMSO,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,DMSO,24
raw,geneExpression,fastq,Syn1,Syn1_17,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,DMSO,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,DMSO,24
raw,geneExpression,fastq,Syn1,Syn1_18,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,INK128,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,INK128,24
raw,geneExpression,fastq,Syn1,Syn1_18,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,INK128,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,INK128,24
raw,geneExpression,fastq,Syn1,Syn1_19,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,Dasatinib,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,Dasatinib,24
raw,geneExpression,fastq,Syn1,Syn1_19,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,Dasatinib,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,Dasatinib,24
raw,geneExpression,fastq,Syn1,Syn1_20,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,"INK128,Dasatinib",control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,"INK128,Dasatinib",24
raw,geneExpression,fastq,Syn1,Syn1_20,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,"INK128,Dasatinib",control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,"INK128,Dasatinib",24
raw,geneExpression,fastq,Syn1,Syn1_21,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,DMSO,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,DMSO,24
raw,geneExpression,fastq,Syn1,Syn1_21,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,DMSO,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,DMSO,24
raw,geneExpression,fastq,Syn1,Syn1_2,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,MK2206,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,MK2206,24
raw,geneExpression,fastq,Syn1,Syn1_22,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,INK128,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,INK128,24
raw,geneExpression,fastq,Syn1,Syn1_22,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,INK128,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,INK128,24
raw,geneExpression,fastq,Syn1,Syn1_2,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,MK2206,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,MK2206,24
raw,geneExpression,fastq,Syn1,Syn1_23,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,Dasatinib,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,Dasatinib,24
raw,geneExpression,fastq,Syn1,Syn1_23,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,Dasatinib,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,Dasatinib,24
raw,geneExpression,fastq,Syn1,Syn1_24,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,"INK128,Dasatinib",control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,"INK128,Dasatinib",24
raw,geneExpression,fastq,Syn1,Syn1_24,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,"INK128,Dasatinib",control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,"INK128,Dasatinib",24
raw,geneExpression,fastq,Syn1,Syn1_3,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,Brigatinib,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,Brigatinib,24
raw,geneExpression,fastq,Syn1,Syn1_3,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,Brigatinib,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,Brigatinib,24
raw,geneExpression,fastq,Syn1,Syn1_4,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,"MK2206,Brigatinib",control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,"MK2206,Brigatinib",24
raw,geneExpression,fastq,Syn1,Syn1_4,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,"MK2206,Brigatinib",control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,"MK2206,Brigatinib",24
raw,geneExpression,fastq,Syn1,Syn1_5,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,DMSO,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,DMSO,24
raw,geneExpression,fastq,Syn1,Syn1_5,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,DMSO,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,DMSO,24
raw,geneExpression,fastq,Syn1,Syn1_6,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,MK2206,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,MK2206,24
raw,geneExpression,fastq,Syn1,Syn1_6,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,MK2206,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,MK2206,24
raw,geneExpression,fastq,Syn1,Syn1_7,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,Brigatinib,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,Brigatinib,24
raw,geneExpression,fastq,Syn1,Syn1_7,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,Brigatinib,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,Brigatinib,24
raw,geneExpression,fastq,Syn1,Syn1_8,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,"MK2206,Brigatinib",control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,"MK2206,Brigatinib",24
raw,geneExpression,fastq,Syn1,Syn1_8,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,"MK2206,Brigatinib",control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,"MK2206,Brigatinib",24
raw,geneExpression,fastq,Syn1,Syn1_9,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,DMSO,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,DMSO,24
raw,geneExpression,fastq,Syn1,Syn1_9,+/+,arachnoid,pairedEnd,,Illumina HiSeq 2500,DMSO,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,DMSO,24
raw,geneExpression,fastq,Syn5,Syn5_10,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,MK2206,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,MK2206,24
raw,geneExpression,fastq,Syn5,Syn5_10,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,MK2206,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,MK2206,24
raw,geneExpression,fastq,Syn5,Syn5_11,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,Brigatinib,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,Brigatinib,24
raw,geneExpression,fastq,Syn5,Syn5_11,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,Brigatinib,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,Brigatinib,24
raw,geneExpression,fastq,Syn5,Syn5_1,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,DMSO,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,DMSO,24
raw,geneExpression,fastq,Syn5,Syn5_12,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,"MK2206,Brigatinib",knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,"MK2206,Brigatinib",24
raw,geneExpression,fastq,Syn5,Syn5_12,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,"MK2206,Brigatinib",knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,"MK2206,Brigatinib",24
raw,geneExpression,fastq,Syn5,Syn5_1,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,DMSO,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,DMSO,24
raw,geneExpression,fastq,Syn5,Syn5_13,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,DMSO,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,DMSO,24
raw,geneExpression,fastq,Syn5,Syn5_13,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,DMSO,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,DMSO,24
raw,geneExpression,fastq,Syn5,Syn5_14,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,INK128,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,INK128,24
raw,geneExpression,fastq,Syn5,Syn5_14,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,INK128,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,INK128,24
raw,geneExpression,fastq,Syn5,Syn5_15,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,Dasatinib,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,Dasatinib,24
raw,geneExpression,fastq,Syn5,Syn5_15,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,Dasatinib,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,Dasatinib,24
raw,geneExpression,fastq,Syn5,Syn5_16,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,"INK128,Dasatinib",knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,"INK128,Dasatinib",24
raw,geneExpression,fastq,Syn5,Syn5_16,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,"INK128,Dasatinib",knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,"INK128,Dasatinib",24
raw,geneExpression,fastq,Syn5,Syn5_17,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,DMSO,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,DMSO,24
raw,geneExpression,fastq,Syn5,Syn5_17,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,DMSO,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,DMSO,24
raw,geneExpression,fastq,Syn5,Syn5_18,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,INK128,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,INK128,24
raw,geneExpression,fastq,Syn5,Syn5_18,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,INK128,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,INK128,24
raw,geneExpression,fastq,Syn5,Syn5_19,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,Dasatinib,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,Dasatinib,24
raw,geneExpression,fastq,Syn5,Syn5_19,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,Dasatinib,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,Dasatinib,24
raw,geneExpression,fastq,Syn5,Syn5_20,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,"INK128,Dasatinib",knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,"INK128,Dasatinib",24
raw,geneExpression,fastq,Syn5,Syn5_20,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,"INK128,Dasatinib",knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,"INK128,Dasatinib",24
raw,geneExpression,fastq,Syn5,Syn5_21,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,DMSO,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,DMSO,24
raw,geneExpression,fastq,Syn5,Syn5_21,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,DMSO,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,DMSO,24
raw,geneExpression,fastq,Syn5,Syn5_2,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,MK2206,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,MK2206,24
raw,geneExpression,fastq,Syn5,Syn5_22,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,INK128,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,INK128,24
raw,geneExpression,fastq,Syn5,Syn5_22,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,INK128,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,INK128,24
raw,geneExpression,fastq,Syn5,Syn5_2,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,MK2206,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,MK2206,24
raw,geneExpression,fastq,Syn5,Syn5_23,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,Dasatinib,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,Dasatinib,24
raw,geneExpression,fastq,Syn5,Syn5_23,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,Dasatinib,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,Dasatinib,24
raw,geneExpression,fastq,Syn5,Syn5_24,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,"INK128,Dasatinib",knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,"INK128,Dasatinib",24
raw,geneExpression,fastq,Syn5,Syn5_24,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,"INK128,Dasatinib",knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,"INK128,Dasatinib",24
raw,geneExpression,fastq,Syn5,Syn5_3,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,Brigatinib,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,Brigatinib,24
raw,geneExpression,fastq,Syn5,Syn5_3,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,Brigatinib,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,Brigatinib,24
raw,geneExpression,fastq,Syn5,Syn5_4,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,"MK2206,Brigatinib",knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,"MK2206,Brigatinib",24
raw,geneExpression,fastq,Syn5,Syn5_4,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,"MK2206,Brigatinib",knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,"MK2206,Brigatinib",24
raw,geneExpression,fastq,Syn5,Syn5_5,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,DMSO,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,DMSO,24
raw,geneExpression,fastq,Syn5,Syn5_5,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,DMSO,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,DMSO,24
raw,geneExpression,fastq,Syn5,Syn5_6,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,MK2206,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,MK2206,24
raw,geneExpression,fastq,Syn5,Syn5_6,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,MK2206,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,MK2206,24
raw,geneExpression,fastq,Syn5,Syn5_7,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,Brigatinib,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,Brigatinib,24
raw,geneExpression,fastq,Syn5,Syn5_7,-/-,arachnoid,pairedEnd,Neurofibromatosis type 2,Illumina HiSeq 2500,Brigatinib,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,Brigatinib,24
