name,dataSubtype,dataType,fileFormat,individualID,resourceType,specimenID,studyId,nf2Genotype,cellType,runType,modifiedBy,diagnosis,studyName,platform,experimentalCondition,genePerturbationType,modelSystemName,assay,species,isCellLine,readPair,isPrimaryCell,libraryPrep,isMultiIndividual,isMultiSpecimen,isStranded,timePointUnit,genePerturbationTechnology,genePerturbed,compoundName,experimentalTimePoint
MS02_12.2.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_12,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,"Dasatinib,Brigatinib",knockout,MS02,RNA-seq,Mus musculus,Yes,2,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,"Dasatinib,Brigatinib",24
MS02_1.2.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_1,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,DMSO,knockout,MS02,RNA-seq,Mus musculus,Yes,2,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,DMSO,24
MS02_13.1.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_13,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,DMSO,knockout,MS02,RNA-seq,Mus musculus,Yes,1,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,DMSO,24
MS02_13.2.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_13,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,DMSO,knockout,MS02,RNA-seq,Mus musculus,Yes,2,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,DMSO,24
MS02_14.1.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_14,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Dasatinib,knockout,MS02,RNA-seq,Mus musculus,Yes,1,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,Dasatinib,24
MS02_14.2.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_14,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Dasatinib,knockout,MS02,RNA-seq,Mus musculus,Yes,2,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,Dasatinib,24
MS02_15.1.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_15,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Simvastatin,knockout,MS02,RNA-seq,Mus musculus,Yes,1,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,Simvastatin,24
MS02_15.2.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_15,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Simvastatin,knockout,MS02,RNA-seq,Mus musculus,Yes,2,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,Simvastatin,24
MS02_16.1.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_16,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Brigatinib,knockout,MS02,RNA-seq,Mus musculus,Yes,1,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,Brigatinib,24
MS02_16.2.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_16,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Brigatinib,knockout,MS02,RNA-seq,Mus musculus,Yes,2,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,Brigatinib,24
MS02_17.1.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_17,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,"Dasatinib,Simvastatin",knockout,MS02,RNA-seq,Mus musculus,Yes,1,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,"Dasatinib,Simvastatin",24
MS02_17.2.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_17,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,"Dasatinib,Simvastatin",knockout,MS02,RNA-seq,Mus musculus,Yes,2,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,"Dasatinib,Simvastatin",24
MS02_18.1.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_18,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,"Dasatinib,Brigatinib",knockout,MS02,RNA-seq,Mus musculus,Yes,1,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,"Dasatinib,Brigatinib",24
MS02_18.2.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_18,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,"Dasatinib,Brigatinib",knockout,MS02,RNA-seq,Mus musculus,Yes,2,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,"Dasatinib,Brigatinib",24
MS02_2.1.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_2.,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Dasatinib,knockout,MS02,RNA-seq,Mus musculus,Yes,1,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,Dasatinib,24
MS02_2.2.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_2,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Dasatinib,knockout,MS02,RNA-seq,Mus musculus,Yes,2,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,Dasatinib,24
MS02_3.1.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_3,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Simvastatin,knockout,MS02,RNA-seq,Mus musculus,Yes,1,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,Simvastatin,24
MS02_3.2.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_3,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Simvastatin,knockout,MS02,RNA-seq,Mus musculus,Yes,2,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,Simvastatin,24
MS02_4.1.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_4,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Brigatinib,knockout,MS02,RNA-seq,Mus musculus,Yes,1,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,Brigatinib,24
MS02_4.2.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_4,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Brigatinib,knockout,MS02,RNA-seq,Mus musculus,Yes,2,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,Brigatinib,24
MS02_5.1.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_5,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,"Dasatinib,Simvastatin",knockout,MS02,RNA-seq,Mus musculus,Yes,1,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,"Dasatinib,Simvastatin",24
MS02_5.2.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_5,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,"Dasatinib,Simvastatin",knockout,MS02,RNA-seq,Mus musculus,Yes,2,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,"Dasatinib,Simvastatin",24
MS02_6.1.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_6,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,"Dasatinib,Brigatinib",knockout,MS02,RNA-seq,Mus musculus,Yes,1,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,"Dasatinib,Brigatinib",24
MS02_6.2.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_6,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,"Dasatinib,Brigatinib",knockout,MS02,RNA-seq,Mus musculus,Yes,2,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,"Dasatinib,Brigatinib",24
MS02_7.1.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_7,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,DMSO,knockout,MS02,RNA-seq,Mus musculus,Yes,1,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,DMSO,24
MS02_7.2.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_7,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,DMSO,knockout,MS02,RNA-seq,Mus musculus,Yes,2,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,DMSO,24
MS02_8.1.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_8,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Dasatinib,knockout,MS02,RNA-seq,Mus musculus,Yes,1,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,Dasatinib,24
MS02_8.2.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_8,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Dasatinib,knockout,MS02,RNA-seq,Mus musculus,Yes,2,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,Dasatinib,24
MS02_9.1.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_9,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Simvastatin,knockout,MS02,RNA-seq,Mus musculus,Yes,1,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,Simvastatin,24
MS02_9.2.fastq.gz,raw,geneExpression,fastq,MS02,experimentalData,MS02_9,syn2343195,-/-,schwann,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Simvastatin,knockout,MS02,RNA-seq,Mus musculus,Yes,2,,polyAselection,No,No,Yes,hours,CRE Recombinase,NF2,Simvastatin,24
Syn1_10.1.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_10,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,MK2206,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,MK2206,24
Syn1_10.2.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_10,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,MK2206,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,MK2206,24
Syn1_11.1.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_11,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,Brigatinib,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,Brigatinib,24
Syn1_11.2.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_11,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,Brigatinib,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,Brigatinib,24
Syn1_1.1.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_1,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,DMSO,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,DMSO,24
Syn1_12.1.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_12,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,"MK2206,Brigatinib",control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,"MK2206,Brigatinib",24
Syn1_12.2.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_12,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,"MK2206,Brigatinib",control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,"MK2206,Brigatinib",24
Syn1_1.2.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_1,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,DMSO,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,DMSO,24
Syn1_13.1.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_13,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,DMSO,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,DMSO,24
Syn1_13.2.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_13,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,DMSO,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,DMSO,24
Syn1_14.1.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_14,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,INK128,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,INK128,24
Syn1_14.2.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_14,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,INK128,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,INK128,24
Syn1_15.1.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_15,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,Dasatinib,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,Dasatinib,24
Syn1_15.2.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_15,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,Dasatinib,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,Dasatinib,24
Syn1_16.1.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_16,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,"INK128,Dasatinib",control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,"INK128,Dasatinib",24
Syn1_16.2.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_16,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,"INK128,Dasatinib",control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,"INK128,Dasatinib",24
Syn1_17.1.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_17,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,DMSO,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,DMSO,24
Syn1_17.2.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_17,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,DMSO,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,DMSO,24
Syn1_18.1.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_18,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,INK128,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,INK128,24
Syn1_18.2.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_18,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,INK128,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,INK128,24
Syn1_19.1.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_19,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,Dasatinib,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,Dasatinib,24
Syn1_19.2.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_19,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,Dasatinib,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,Dasatinib,24
Syn1_20.1.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_20,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,"INK128,Dasatinib",control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,"INK128,Dasatinib",24
Syn1_20.2.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_20,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,"INK128,Dasatinib",control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,"INK128,Dasatinib",24
Syn1_21.1.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_21,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,DMSO,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,DMSO,24
Syn1_21.2.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_21,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,DMSO,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,DMSO,24
Syn1_2.1.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_2,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,MK2206,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,MK2206,24
Syn1_22.1.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_22,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,INK128,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,INK128,24
Syn1_22.2.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_22,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,INK128,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,INK128,24
Syn1_2.2.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_2,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,MK2206,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,MK2206,24
Syn1_23.1.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_23,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,Dasatinib,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,Dasatinib,24
Syn1_23.2.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_23,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,Dasatinib,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,Dasatinib,24
Syn1_24.1.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_24,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,"INK128,Dasatinib",control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,"INK128,Dasatinib",24
Syn1_24.2.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_24,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,"INK128,Dasatinib",control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,"INK128,Dasatinib",24
Syn1_3.1.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_3,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,Brigatinib,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,Brigatinib,24
Syn1_3.2.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_3,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,Brigatinib,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,Brigatinib,24
Syn1_4.1.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_4,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,"MK2206,Brigatinib",control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,"MK2206,Brigatinib",24
Syn1_4.2.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_4,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,"MK2206,Brigatinib",control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,"MK2206,Brigatinib",24
Syn1_5.1.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_5,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,DMSO,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,DMSO,24
Syn1_5.2.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_5,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,DMSO,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,DMSO,24
Syn1_6.1.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_6,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,MK2206,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,MK2206,24
Syn1_6.2.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_6,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,MK2206,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,MK2206,24
Syn1_7.1.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_7,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,Brigatinib,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,Brigatinib,24
Syn1_7.2.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_7,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,Brigatinib,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,Brigatinib,24
Syn1_8.1.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_8,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,"MK2206,Brigatinib",control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,"MK2206,Brigatinib",24
Syn1_8.2.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_8,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,"MK2206,Brigatinib",control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,"MK2206,Brigatinib",24
Syn1_9.1.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_9,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,DMSO,control,Syn1,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,,DMSO,24
Syn1_9.2.fastq.gz,raw,geneExpression,fastq,Syn1,experimentalData,Syn1_9,syn2343195,+/+,arachnoid,pairedEnd,3421893,,Synodos NF2,Illumina HiSeq 2500,DMSO,control,Syn1,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,,DMSO,24
Syn5_10.1.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_10,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,MK2206,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,MK2206,24
Syn5_10.2.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_10,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,MK2206,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,MK2206,24
