File,Column,Category,Reason,Sample_Values,Name_Check,Data_Check
nf_18.csv,parentId,Computer Generated,Ends with ID,syn5004874 | syn5004874 | syn5004874,Ends with ID,Synapse ID format
nf_18.csv,benefactorId,Computer Generated,Ends with ID,syn4984617 | syn4984617 | syn4984617,Ends with ID,Synapse ID format
nf_18.csv,projectId,Computer Generated,Ends with ID,syn4984604 | syn4984604 | syn4984604,Ends with ID,Synapse ID format
nf_18.csv,modifiedOn,Computer Generated,Modification metadata,1679363235393 | 1679363235491 | 1679363235553,Modification metadata,Long numeric ID
nf_18.csv,modifiedBy,Computer Generated,Modification metadata,3421893 | 3421893 | 3421893,Modification metadata,Human-readable format
nf_18.csv,dataFileHandleId,Computer Generated,Ends with ID,6234725 | 6234897 | 6234902,Ends with ID,File handle ID
nf_18.csv,studyId,Computer Generated,Ends with ID,syn4984604 | syn4984604 | syn4984604,Ends with ID,Synapse ID format
nf_18.csv,tumorType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_18.csv,path,Computer Generated,File path field,Cutaneous Neurofibroma Data Resource/Data/SNP/3096-PBK_FinalReport.txt | Cutaneous Neurofibroma Data Resource/Data/SNP/3096-PBK-0047_Final.csv | Cutaneous Neurofibroma Data Resource/Data/SNP/3096-PBK-0049_Final.csv,File path field,File path format
nf_18.csv,assay,Likely Human,No computer-generated patterns detected,SNP array | SNP array | SNP array,Likely human-annotated,Human-readable format
nf_18.csv,organ,Likely Human,No computer-generated patterns detected,skin | skin | skin,Likely human-annotated,Human-readable format
nf_18.csv,sex,Likely Human,No computer-generated patterns detected,Female | Female | Female,Likely human-annotated,Human-readable format
nf_18.csv,species,Likely Human,No computer-generated patterns detected,Homo sapiens | Homo sapiens | Homo sapiens,Likely human-annotated,Human-readable format
nf_18.csv,tissue,Likely Human,No computer-generated patterns detected,primary tumor | primary tumor | primary tumor,Likely human-annotated,Human-readable format
nf_18.csv,experimentalTimePoint,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_18.csv,genePerturbationTechnology,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_18.csv,genePerturbed,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_18.csv,modelSystem,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_18.csv,timePointUnit,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_18.csv,transplantationDonorSpecies,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_18.csv,transplantationDonorTissue,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_18.csv,transplantationRecipientTissue,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_18.csv,compoundDoseUnit,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_18.csv,compoundName,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_18.csv,secondCompoundName,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_18.csv,consortium,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_18.csv,fundingAgency,Likely Human,No computer-generated patterns detected,CTF | CTF | CTF,Likely human-annotated,Human-readable format
nf_18.csv,libraryPrep,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_18.csv,readStrandOrigin,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_18.csv,study,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_18.csv,name,Likely Human,No computer-generated patterns detected,3096-PBK_FinalReport.txt | 3096-PBK-0047_Final.csv | 3096-PBK-0049_Final.csv,Likely human-annotated,Human-readable format
nf_18.csv,studyName,Likely Human,No computer-generated patterns detected,Cutaneous Neurofibroma Data Resource | Cutaneous Neurofibroma Data Resource | Cutaneous Neurofibroma Data Resource,Likely human-annotated,Human-readable format
nf_18.csv,readPair,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_19.csv,cellType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_19.csv,dataSubtype,Computer Generated,Type field (often system-generated),processed | processed | processed,Type field (often system-generated),Human-readable format
nf_19.csv,dataType,Computer Generated,Type field (often system-generated),geneExpression | geneExpression | geneExpression,Type field (often system-generated),Human-readable format
nf_19.csv,diagnosis,Computer Generated,Consistent alphanumeric format,Neurofibromatosis type 1 | Neurofibromatosis type 1 | Neurofibromatosis type 1,Likely human-annotated,Consistent alphanumeric format
nf_19.csv,individualID,Computer Generated,Ends with ID,patient1 | patient1 | patient1,Ends with ID,Human-readable format
nf_19.csv,platform,Computer Generated,Consistent alphanumeric format,Illumina HiSeq 2500 | Illumina HiSeq 2500 | Illumina HiSeq 2500,Likely human-annotated,Consistent alphanumeric format
nf_19.csv,specimenID,Computer Generated,Ends with ID,patient1tumor1 | patient1tumor1 | patient1tumor2,Ends with ID,Consistent alphanumeric format
nf_19.csv,experimentalCondition,Computer Generated,Created/Modified on field,,Created/Modified on field,No data available
nf_19.csv,genePerturbationType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_19.csv,transplantationType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_19.csv,drugScreenType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_19.csv,fileFormat,Computer Generated,File format field,fastq | fastq | fastq,File format field,Human-readable format
nf_19.csv,resourceType,Computer Generated,Type field (often system-generated),experimentalData | experimentalData | experimentalData,Type field (often system-generated),Human-readable format
nf_19.csv,readLength,Computer Generated,Length field,50bp | 50bp | 50bp,Length field,Human-readable format
nf_19.csv,readPairOrientation,Computer Generated,Created/Modified on field,inward | inward | inward,Created/Modified on field,Human-readable format
nf_19.csv,runType,Computer Generated,Type field (often system-generated),pairedEnd | pairedEnd | pairedEnd,Type field (often system-generated),Human-readable format
nf_19.csv,nf1Genotype,Computer Generated,Type field (often system-generated),-/- | -/- | -/-,Type field (often system-generated),Human-readable format
nf_19.csv,nf2Genotype,Computer Generated,Type field (often system-generated),unknown | unknown | unknown,Type field (often system-generated),Human-readable format
nf_19.csv,id,Computer Generated,Ends with ID,syn7989617 | syn7989625 | syn7989633,Ends with ID,Synapse ID format
nf_19.csv,name,Computer Generated,Consistent alphanumeric format,SL106284_1.fastq.gz | SL106284_2.fastq.gz | SL106285_1.fastq.gz,Likely human-annotated,Consistent alphanumeric format
nf_19.csv,createdOn,Computer Generated,Creation metadata,1483560568129 | 1483560648679 | 1483560738473,Creation metadata,Long numeric ID
nf_19.csv,createdBy,Computer Generated,Creation metadata,3342573 | 3342573 | 3342573,Creation metadata,Human-readable format
nf_19.csv,etag,Computer Generated,Contains etag,1af86aec-b29c-42f0-a55a-b172c355f8ca | c159fb3b-a9cf-4ff4-bb55-289e07e75b13 | 3c94779b-22d5-47ee-8569-146bb26e6aee,Contains etag,UUID format
nf_19.csv,type,Computer Generated,Type field (often system-generated),file | file | file,Type field (often system-generated),Human-readable format
nf_19.csv,currentVersion,Computer Generated,Created/Modified on field,1 | 1 | 1,Created/Modified on field,Human-readable format
nf_19.csv,parentId,Computer Generated,Ends with ID,syn7989616 | syn7989616 | syn7989616,Ends with ID,Synapse ID format
nf_19.csv,benefactorId,Computer Generated,Ends with ID,syn4984617 | syn4984617 | syn4984617,Ends with ID,Synapse ID format
nf_19.csv,projectId,Computer Generated,Ends with ID,syn4984604 | syn4984604 | syn4984604,Ends with ID,Synapse ID format
nf_19.csv,modifiedOn,Computer Generated,Modification metadata,1679362849321 | 1679362849374 | 1679362849597,Modification metadata,Long numeric ID
nf_19.csv,modifiedBy,Computer Generated,Modification metadata,3421893 | 3421893 | 3421893,Modification metadata,Human-readable format
nf_19.csv,dataFileHandleId,Computer Generated,Ends with ID,14314809 | 14314875 | 14314881,Ends with ID,File handle ID
nf_19.csv,studyId,Computer Generated,Ends with ID,syn4984604 | syn4984604 | syn4984604,Ends with ID,Synapse ID format
nf_19.csv,tumorType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_19.csv,path,Computer Generated,File path field,Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106284_1.fastq.gz | Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106284_2.fastq.gz | Cutaneous Neurofibroma Data Resource/Data/RNA-Seq/Merged Fastq files/SL106285_1.fastq.gz,File path field,File path format
nf_19.csv,assay,Likely Human,No computer-generated patterns detected,RNA-seq | RNA-seq | RNA-seq,Likely human-annotated,Human-readable format
nf_19.csv,organ,Likely Human,No computer-generated patterns detected,skin | skin | skin,Likely human-annotated,Human-readable format
nf_19.csv,sex,Likely Human,No computer-generated patterns detected,Female | Female | Female,Likely human-annotated,Human-readable format
nf_19.csv,species,Likely Human,No computer-generated patterns detected,Homo sapiens | Homo sapiens | Homo sapiens,Likely human-annotated,Human-readable format
nf_19.csv,tissue,Likely Human,No computer-generated patterns detected,primary tumor | primary tumor | primary tumor,Likely human-annotated,Human-readable format
nf_19.csv,experimentalTimePoint,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_19.csv,genePerturbationTechnology,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_19.csv,genePerturbed,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_19.csv,modelSystem,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_19.csv,timePointUnit,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_19.csv,transplantationDonorSpecies,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_19.csv,transplantationDonorTissue,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_19.csv,transplantationRecipientTissue,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_19.csv,compoundDoseUnit,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_19.csv,compoundName,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_19.csv,secondCompoundName,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_19.csv,consortium,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_19.csv,fundingAgency,Likely Human,No computer-generated patterns detected,CTF | CTF | CTF,Likely human-annotated,Human-readable format
nf_19.csv,libraryPrep,Likely Human,No computer-generated patterns detected,polyAselection | polyAselection | polyAselection,Likely human-annotated,Human-readable format
nf_19.csv,readStrandOrigin,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_19.csv,study,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_19.csv,studyName,Likely Human,No computer-generated patterns detected,Cutaneous Neurofibroma Data Resource | Cutaneous Neurofibroma Data Resource | Cutaneous Neurofibroma Data Resource,Likely human-annotated,Human-readable format
nf_19.csv,readPair,Likely Human,No computer-generated patterns detected,1 | 2 | 1,Likely human-annotated,Human-readable format
nf_2.csv,id,Computer Generated,Ends with ID,syn11887911 | syn11887914 | syn11887916,Ends with ID,Synapse ID format
nf_2.csv,name,Computer Generated,Consistent alphanumeric format,AS-167591-LR-25156_R1.fastq.gz | AS-167591-LR-25156_R2.fastq.gz | AS-167592-LR-25156_R1.fastq.gz,Likely human-annotated,Consistent alphanumeric format
nf_2.csv,aliquotID,Computer Generated,Ends with ID,,Ends with ID,No data available
nf_2.csv,cellType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_2.csv,dataSubtype,Computer Generated,Type field (often system-generated),raw | raw | raw,Type field (often system-generated),Human-readable format
nf_2.csv,dataType,Computer Generated,Type field (often system-generated),geneExpression | geneExpression | geneExpression,Type field (often system-generated),Human-readable format
nf_2.csv,diagnosis,Computer Generated,Consistent alphanumeric format,Neurofibromatosis type 1 | Neurofibromatosis type 1 | Neurofibromatosis type 1,Likely human-annotated,Consistent alphanumeric format
nf_2.csv,fileFormat,Computer Generated,File format field,fastq | fastq | fastq,File format field,Human-readable format
nf_2.csv,individualID,Computer Generated,Ends with ID,SYN_NF_001 | SYN_NF_001 | SYN_NF_003,Ends with ID,Human-readable format
nf_2.csv,nf1Genotype,Computer Generated,Type field (often system-generated),Unknown | Unknown | Unknown,Type field (often system-generated),Human-readable format
nf_2.csv,nf2Genotype,Computer Generated,Type field (often system-generated),Unknown | Unknown | Unknown,Type field (often system-generated),Human-readable format
nf_2.csv,parentSpecimenID,Computer Generated,Ends with ID,SYN_NF_001 | SYN_NF_001 | SYN_NF_003,Ends with ID,Human-readable format
nf_2.csv,platform,Computer Generated,Consistent alphanumeric format,Illumina HiSeq 4000 | Illumina HiSeq 4000 | Illumina HiSeq 4000,Likely human-annotated,Consistent alphanumeric format
nf_2.csv,readLength,Computer Generated,Length field,101 | 101 | 101,Length field,Human-readable format
nf_2.csv,readPairOrientation,Computer Generated,Created/Modified on field,inward | inward | inward,Created/Modified on field,Human-readable format
nf_2.csv,resourceType,Computer Generated,Type field (often system-generated),experimentalData | experimentalData | experimentalData,Type field (often system-generated),Human-readable format
nf_2.csv,runType,Computer Generated,Type field (often system-generated),pairedEnd | pairedEnd | pairedEnd,Type field (often system-generated),Human-readable format
nf_2.csv,specimenID,Computer Generated,Ends with ID,SYN_NF_001 | SYN_NF_001 | SYN_NF_003,Ends with ID,Human-readable format
nf_2.csv,studyId,Computer Generated,Ends with ID,syn5698493 | syn5698493 | syn5698493,Ends with ID,Synapse ID format
nf_2.csv,studyName,Computer Generated,Consistent alphanumeric format,Synodos NF1 Low Grade Glioma | Synodos NF1 Low Grade Glioma | Synodos NF1 Low Grade Glioma,Likely human-annotated,Consistent alphanumeric format
nf_2.csv,tumorType,Computer Generated,Type field (often system-generated),Pilocytic Astrocytoma | Pilocytic Astrocytoma | Pilocytic Astrocytoma,Type field (often system-generated),Human-readable format
nf_2.csv,age,Likely Human,No computer-generated patterns detected,11.67 | 11.67 | 13.33,Likely human-annotated,Human-readable format
nf_2.csv,ageUnit,Likely Human,No computer-generated patterns detected,years | years | years,Likely human-annotated,Human-readable format
nf_2.csv,assay,Likely Human,No computer-generated patterns detected,RNA-seq | RNA-seq | RNA-seq,Likely human-annotated,Human-readable format
nf_2.csv,comments,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_2.csv,dissociationMethod,Likely Human,No computer-generated patterns detected,bulk | bulk | bulk,Likely human-annotated,Human-readable format
nf_2.csv,fundingAgency,Likely Human,No computer-generated patterns detected,CTF | CTF | CTF,Likely human-annotated,Human-readable format
nf_2.csv,initiative,Likely Human,No computer-generated patterns detected,Synodos | Synodos | Synodos,Likely human-annotated,Human-readable format
nf_2.csv,isCellLine,Likely Human,No computer-generated patterns detected,No | No | No,Likely human-annotated,Human-readable format
nf_2.csv,isMultiIndividual,Likely Human,No computer-generated patterns detected,No | No | No,Likely human-annotated,Human-readable format
nf_2.csv,isMultiSpecimen,Likely Human,No computer-generated patterns detected,No | No | No,Likely human-annotated,Human-readable format
nf_2.csv,isPrimaryCell,Likely Human,No computer-generated patterns detected,No | No | No,Likely human-annotated,Human-readable format
nf_2.csv,isStranded,Likely Human,No computer-generated patterns detected,Yes | Yes | Yes,Likely human-annotated,Human-readable format
nf_2.csv,libraryPrep,Likely Human,No computer-generated patterns detected,polyAselection | polyAselection | polyAselection,Likely human-annotated,Human-readable format
nf_2.csv,libraryPreparationMethod,Likely Human,No computer-generated patterns detected,TruSeq | TruSeq | TruSeq,Likely human-annotated,Human-readable format
nf_2.csv,modelSystemName,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_2.csv,nucleicAcidSource,Likely Human,No computer-generated patterns detected,bulk cell | bulk cell | bulk cell,Likely human-annotated,Human-readable format
nf_2.csv,organ,Likely Human,No computer-generated patterns detected,brain | brain | brain,Likely human-annotated,Human-readable format
nf_2.csv,progressReportNumber,Likely Human,No computer-generated patterns detected,6 | 6 | 6,Likely human-annotated,Human-readable format
nf_2.csv,readDepth,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_2.csv,readPair,Likely Human,No computer-generated patterns detected,1 | 2 | 1,Likely human-annotated,Human-readable format
nf_2.csv,readStrandOrigin,Likely Human,No computer-generated patterns detected,reverse | reverse | reverse,Likely human-annotated,Human-readable format
nf_2.csv,sex,Likely Human,No computer-generated patterns detected,Female | Female | Male,Likely human-annotated,Human-readable format
nf_2.csv,species,Likely Human,No computer-generated patterns detected,Homo sapiens | Homo sapiens | Homo sapiens,Likely human-annotated,Human-readable format
nf_2.csv,specimenPreparationMethod,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_2.csv,tissue,Likely Human,No computer-generated patterns detected,primary tumor | primary tumor | primary tumor,Likely human-annotated,Human-readable format
nf_20.csv,cellType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_20.csv,dataSubtype,Computer Generated,Type field (often system-generated),raw | raw | raw,Type field (often system-generated),Human-readable format
nf_20.csv,dataType,Computer Generated,Type field (often system-generated),proteomics | proteomics | proteomics,Type field (often system-generated),Human-readable format
nf_20.csv,diagnosis,Computer Generated,Consistent alphanumeric format,Neurofibromatosis type 1 | Neurofibromatosis type 1 | Neurofibromatosis type 1,Likely human-annotated,Consistent alphanumeric format
nf_20.csv,individualID,Computer Generated,Ends with ID,,Ends with ID,No data available
nf_20.csv,specimenID,Computer Generated,Ends with ID,,Ends with ID,No data available
nf_20.csv,experimentalCondition,Computer Generated,Created/Modified on field,,Created/Modified on field,No data available
nf_20.csv,genePerturbationType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_20.csv,transplantationType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_20.csv,drugScreenType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_20.csv,fileFormat,Computer Generated,File format field,raw | raw | raw,File format field,Human-readable format
nf_20.csv,resourceType,Computer Generated,Type field (often system-generated),experimentalData | experimentalData | experimentalData,Type field (often system-generated),Human-readable format
nf_20.csv,readLength,Computer Generated,Length field,,Length field,No data available
nf_20.csv,readPairOrientation,Computer Generated,Created/Modified on field,,Created/Modified on field,No data available
nf_20.csv,runType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_20.csv,nf1Genotype,Computer Generated,Type field (often system-generated),-/- | -/- | -/-,Type field (often system-generated),Human-readable format
nf_20.csv,nf2Genotype,Computer Generated,Type field (often system-generated),unknown | unknown | unknown,Type field (often system-generated),Human-readable format
nf_20.csv,id,Computer Generated,Ends with ID,syn7225634 | syn7225635 | syn7225636,Ends with ID,Synapse ID format
nf_20.csv,name,Computer Generated,Consistent alphanumeric format,NF_Set1_0025_01Aug2015.RAW | NF_Set1_0050_01Aug2015.RAW | NF_Set1_0075_01Aug2015.RAW,Likely human-annotated,Consistent alphanumeric format
nf_20.csv,createdOn,Computer Generated,Creation metadata,1473712009713 | 1473712065961 | 1473712115727,Creation metadata,Long numeric ID
nf_20.csv,createdBy,Computer Generated,Creation metadata,3345394 | 3345394 | 3345394,Creation metadata,Human-readable format
nf_20.csv,etag,Computer Generated,Contains etag,90389f26-e3af-45b8-a60e-21268a1f0cc6 | 24a60731-3a35-423c-a4e8-72796c411def | eab3e3e9-aa9a-4c99-9c7c-162e7eb2d48d,Contains etag,UUID format
nf_20.csv,type,Computer Generated,Type field (often system-generated),file | file | file,Type field (often system-generated),Human-readable format
nf_20.csv,currentVersion,Computer Generated,Created/Modified on field,1 | 1 | 1,Created/Modified on field,Human-readable format
nf_20.csv,parentId,Computer Generated,Ends with ID,syn7225549 | syn7225549 | syn7225549,Ends with ID,Synapse ID format
nf_20.csv,benefactorId,Computer Generated,Ends with ID,syn4984617 | syn4984617 | syn4984617,Ends with ID,Synapse ID format
nf_20.csv,projectId,Computer Generated,Ends with ID,syn4984604 | syn4984604 | syn4984604,Ends with ID,Synapse ID format
nf_20.csv,modifiedOn,Computer Generated,Modification metadata,1651536233843 | 1651536234053 | 1651536234269,Modification metadata,Long numeric ID
nf_20.csv,modifiedBy,Computer Generated,Modification metadata,3434950 | 3434950 | 3434950,Modification metadata,Human-readable format
nf_20.csv,dataFileHandleId,Computer Generated,Ends with ID,13121427 | 13121429 | 13121430,Ends with ID,File handle ID
nf_20.csv,studyId,Computer Generated,Ends with ID,syn4984604 | syn4984604 | syn4984604,Ends with ID,Synapse ID format
nf_20.csv,tumorType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_20.csv,path,Computer Generated,File path field,Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set1_0025_01Aug2015.RAW | Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set1_0050_01Aug2015.RAW | Cutaneous Neurofibroma Data Resource/Data/Proteomics/RAW MS Files/NF_Set1_0075_01Aug2015.RAW,File path field,File path format
nf_20.csv,assay,Likely Human,No computer-generated patterns detected,MudPIT | MudPIT | MudPIT,Likely human-annotated,Human-readable format
nf_20.csv,organ,Likely Human,No computer-generated patterns detected,skin | skin | skin,Likely human-annotated,Human-readable format
nf_20.csv,platform,Likely Human,No computer-generated patterns detected,nanoESI-LTQ-Orbitrap XL | nanoESI-LTQ-Orbitrap XL | nanoESI-LTQ-Orbitrap XL,Likely human-annotated,Human-readable format
nf_20.csv,sex,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_20.csv,species,Likely Human,No computer-generated patterns detected,Homo sapiens | Homo sapiens | Homo sapiens,Likely human-annotated,Human-readable format
nf_20.csv,tissue,Likely Human,No computer-generated patterns detected,primary tumor | primary tumor | primary tumor,Likely human-annotated,Human-readable format
nf_20.csv,experimentalTimePoint,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_20.csv,genePerturbationTechnology,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_20.csv,genePerturbed,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_20.csv,modelSystem,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_20.csv,timePointUnit,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_20.csv,transplantationDonorSpecies,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_20.csv,transplantationDonorTissue,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_20.csv,transplantationRecipientTissue,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_20.csv,compoundDoseUnit,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_20.csv,compoundName,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_20.csv,secondCompoundName,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_20.csv,consortium,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_20.csv,fundingAgency,Likely Human,No computer-generated patterns detected,CTF | CTF | CTF,Likely human-annotated,Human-readable format
nf_20.csv,libraryPrep,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_20.csv,readStrandOrigin,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_20.csv,study,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_20.csv,studyName,Likely Human,No computer-generated patterns detected,Cutaneous Neurofibroma Data Resource | Cutaneous Neurofibroma Data Resource | Cutaneous Neurofibroma Data Resource,Likely human-annotated,Human-readable format
nf_20.csv,readPair,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_21.csv,id,Computer Generated,Ends with ID,syn51200077 | syn51200078 | syn51200079,Ends with ID,Synapse ID format
nf_21.csv,projectId,Computer Generated,Ends with ID,syn22267330 | syn22267330 | syn22267330,Ends with ID,Synapse ID format
nf_21.csv,dataSubtype,Computer Generated,Type field (often system-generated),dataMatrix | dataMatrix | dataMatrix,Type field (often system-generated),Human-readable format
nf_21.csv,dataType,Computer Generated,Type field (often system-generated),kinomics | kinomics | kinomics,Type field (often system-generated),Human-readable format
nf_21.csv,fileFormat,Computer Generated,File format field,excel | powerpoint | excel,File format field,Human-readable format
nf_21.csv,individualID,Computer Generated,Ends with ID,Not applicable/Cell line | Not applicable/Cell line | Not applicable/Cell line,Ends with ID,Human-readable format
nf_21.csv,nf1Genotype,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_21.csv,nf2Genotype,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_21.csv,resourceType,Computer Generated,Type field (often system-generated),result | report | result,Type field (often system-generated),Human-readable format
nf_21.csv,studyId,Computer Generated,Ends with ID,syn22267330 | syn22267330 | syn22267330,Ends with ID,Synapse ID format
nf_21.csv,studyName,Computer Generated,Consistent alphanumeric format,Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling | Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling | Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling,Likely human-annotated,Consistent alphanumeric format
nf_21.csv,etag,Computer Generated,Contains etag,c0efbc73-0717-467a-b7e4-373801c4713e | b31ef901-dcf0-4eab-87ba-a7cbdbc97095 | 935186f4-4404-4e96-9b69-ee5dd6764c5d,Contains etag,UUID format
nf_21.csv,benefactorId,Computer Generated,Ends with ID,syn22267330 | syn22267330 | syn22267330,Ends with ID,Synapse ID format
nf_21.csv,specimenID,Computer Generated,Ends with ID,,Ends with ID,No data available
nf_21.csv,createdOn,Computer Generated,Creation metadata,1678891696650 | 1678891698328 | 1678891699609,Creation metadata,Long numeric ID
nf_21.csv,modifiedOn,Computer Generated,Modification metadata,1732652924009 | 1732652923989 | 1732652924010,Modification metadata,Long numeric ID
nf_21.csv,parentId,Computer Generated,Ends with ID,syn51200076 | syn51200076 | syn51200076,Ends with ID,Synapse ID format
nf_21.csv,createdBy,Computer Generated,Creation metadata,3410863 | 3410863 | 3410863,Creation metadata,Human-readable format
nf_21.csv,accessType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_21.csv,cellType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_21.csv,experimentalCondition,Computer Generated,Created/Modified on field,,Created/Modified on field,No data available
nf_21.csv,transplantationType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_21.csv,tumorType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_21.csv,type,Computer Generated,Type field (often system-generated),file | file | file,Type field (often system-generated),Human-readable format
nf_21.csv,Component,Computer Generated,Component identifier,ImagingAssayTemplate | ImagingAssayTemplate | ImagingAssayTemplate,Component identifier,Human-readable format
nf_21.csv,Id,Computer Generated,Ends with ID,f32755b8-a617-465a-9e99-c636558c921d | 648e63b4-a8c6-4022-ad97-9da775d32bfd | da82d84b-ed66-4680-97c1-1c69ad12ad11,Ends with ID,UUID format
nf_21.csv,comments,Computer Generated,Consistent alphanumeric format,Pam Station 12 automatic kinomics instrument | Pam Station 12 automatic kinomics instrument | Pam Station 12 automatic kinomics instrument,Likely human-annotated,Consistent alphanumeric format
nf_21.csv,eTag,Computer Generated,Contains etag,2ae747be-115b-461f-b6c2-1693ecb7854f,Contains etag,UUID format
nf_21.csv,entityId,Computer Generated,Ends with ID,syn51200077 | syn51200078 | syn51200079,Ends with ID,Synapse ID format
nf_21.csv,name,Likely Human,No computer-generated patterns detected,7.9.22CarrollTMXMFS15GG.xls | 8.12.22Carroll.pptx | 7.5.22CarrolUpKin.xlsx,Likely human-annotated,Human-readable format
nf_21.csv,assay,Likely Human,No computer-generated patterns detected,immunoassay | immunoassay | immunoassay,Likely human-annotated,Human-readable format
nf_21.csv,diagnosis,Likely Human,No computer-generated patterns detected,Not Applicable | Not Applicable | Not Applicable,Likely human-annotated,Human-readable format
